2,2
3,3
4,4
5,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
19,21
20,22
21,23
22,24
23,25
24,26
25,27
25,28
26,29
26,30
27,31
27,32
28,33
33,34
30,35
30,36
31,37
31,38
32,39
32,40
33,41
33,42
34,43
35,44
36,45
36,46
36,47
38,48
38,49
38,50
38,51
38,52
39,53
40,54
41,55
41,56
41,57
42,58
43,59
44,60
45,61
45,62
46,63
47,64
47,65
48,66
48,67
49,68
49,69
50,70
50,71
51,72
51,73
52,74
52,75
53,76
54,77
55,78
55,79
56,80
57,81
58,82
59,83
60,84
60,85
61,86
61,87
62,88
62,89
63,90
63,91
64,92
64,93
65,94
66,95
67,96
67,97
68,98
68,99
69,100
69,101
69,102
70,103
70,104
71,105
71,106
72,107
72,108
72,109
72,110
72,111
72,112
72,113
73,114
73,115
73,116
74,117
74,118
75,119
75,120
75,121
75,122
76,123
76,124
76,125
76,126
