2,2
3,2
4,1
5,2
6,1
7,1
8,2
9,1
10,2
11,1
12,1
13,1
14,2
15,1
16,1
17,2
18,1
19,1
20,1
21,2
22,1
23,1
24,3
25,2
26,3
27,3
28,1
29,3
30,2
31,1
32,3
33,2
34,2
35,3
36,1
37,2
38,2
39,2
40,3
41,2
42,1
43,2
44,1
45,2
46,2
47,2
48,2
49,1
50,2
51,2
52,1
53,2
54,1
55,1
56,1
57,1
58,3
59,1
60,3
61,3
62,2
63,1
64,1
65,2
66,3
67,2
68,3
69,1
70,2
71,1
72,1
73,1
74,2
75,2
76,2
